intent_id,beneficiary_id,fps_id,cycle,rice_quantity_kg,wheat_quantity_kg,total_quantity_kg,collection_mode,submitted_at,status
INT-0003669,BEN-007813,FPS-0589,2026-01,12,8,20,SELF,2026-01-18T11:54:00,SUBMITTED
INT-0003670,BEN-004134,FPS-0230,2026-01,13,10,23,AUTHORIZED_PERSON,2026-01-18T15:33:00,SUBMITTED
INT-0003671,BEN-007851,FPS-0583,2026-01,12,6,18,AUTHORIZED_PERSON,2026-01-20T17:25:00,SUBMITTED
INT-0003672,BEN-006566,FPS-0025,2026-01,10,9,19,AUTHORIZED_PERSON,2026-01-08T12:34:00,SUBMITTED
INT-0003673,BEN-009789,FPS-0006,2026-01,7,4,11,SELF,2026-01-07T08:15:00,SUBMITTED
INT-0003674,BEN-002137,FPS-0270,2026-01,12,7,19,SELF,2026-01-18T10:18:00,SUBMITTED
INT-0003675,BEN-001722,FPS-0235,2026-01,12,7,19,AUTHORIZED_PERSON,2026-01-11T10:40:00,SUBMITTED
INT-0003676,BEN-006623,FPS-0147,2026-01,9,5,14,AUTHORIZED_PERSON,2026-01-06T12:53:00,SUBMITTED
INT-0003677,BEN-007502,FPS-0424,2026-01,7,4,11,SELF,2026-01-11T13:34:00,SUBMITTED
INT-0003678,BEN-002065,FPS-0451,2026-01,8,7,15,SELF,2026-01-13T14:38:00,SUBMITTED
INT-0003679,BEN-009079,FPS-0401,2026-01,2,2,4,SELF,2026-01-08T12:20:00,SUBMITTED
INT-0003680,BEN-005144,FPS-0442,2026-01,9,6,15,SELF,2026-01-06T11:45:00,SUBMITTED
INT-0003681,BEN-004476,FPS-0350,2026-01,12,8,20,SELF,2026-01-18T13:20:00,SUBMITTED
INT-0003682,BEN-002279,FPS-0445,2026-01,8,6,14,AUTHORIZED_PERSON,2026-01-15T16:41:00,SUBMITTED
INT-0003683,BEN-005961,FPS-0581,2026-01,15,10,25,AUTHORIZED_PERSON,2026-01-14T08:31:00,SUBMITTED
INT-0003684,BEN-002591,FPS-0488,2026-01,2,2,4,SELF,2026-01-13T19:13:00,SUBMITTED
INT-0003685,BEN-004519,FPS-0312,2026-01,23,12,35,SELF,2026-01-08T15:18:00,SUBMITTED
INT-0003686,BEN-002764,FPS-0585,2026-01,5,3,8,AUTHORIZED_PERSON,2026-01-09T14:26:00,SUBMITTED
INT-0003687,BEN-004625,FPS-0037,2026-01,13,11,24,SELF,2026-01-15T18:29:00,SUBMITTED
INT-0003688,BEN-000603,FPS-0567,2026-01,4,3,7,SELF,2026-01-12T11:42:00,SUBMITTED
INT-0003689,BEN-008965,FPS-0591,2026-01,2,2,4,AUTHORIZED_PERSON,2026-01-11T11:06:00,SUBMITTED
INT-0003690,BEN-003229,FPS-0574,2026-01,18,13,31,SELF,2026-01-07T09:57:00,SUBMITTED
INT-0003691,BEN-006886,FPS-0319,2026-01,10,7,17,SELF,2026-01-09T18:13:00,SUBMITTED
INT-0003692,BEN-001915,FPS-0541,2026-01,9,7,16,SELF,2026-01-15T12:05:00,SUBMITTED
INT-0003693,BEN-004569,FPS-0076,2026-01,7,4,11,AUTHORIZED_PERSON,2026-01-20T16:31:00,SUBMITTED
INT-0003694,BEN-003669,FPS-0309,2026-01,2,1,3,SELF,2026-01-12T10:38:00,SUBMITTED
INT-0003695,BEN-003577,FPS-0452,2026-01,11,7,18,SELF,2026-01-17T10:57:00,SUBMITTED
INT-0003696,BEN-009184,FPS-0401,2026-01,6,4,10,SELF,2026-01-13T08:37:00,SUBMITTED
INT-0003697,BEN-007497,FPS-0021,2026-01,20,15,35,AUTHORIZED_PERSON,2026-01-20T16:27:00,SUBMITTED
INT-0003698,BEN-001459,FPS-0179,2026-01,14,11,25,SELF,2026-01-09T14:05:00,SUBMITTED
INT-0003699,BEN-006523,FPS-0118,2026-01,6,4,10,SELF,2026-01-06T09:45:00,SUBMITTED
INT-0003700,BEN-008805,FPS-0231,2026-01,5,3,8,SELF,2026-01-13T10:41:00,SUBMITTED
INT-0003701,BEN-006391,FPS-0138,2026-01,15,10,25,AUTHORIZED_PERSON,2026-01-07T15:57:00,CANCELLED
INT-0003702,BEN-007752,FPS-0018,2026-01,19,11,30,AUTHORIZED_PERSON,2026-01-07T13:54:00,SUBMITTED
INT-0003703,BEN-004954,FPS-0435,2026-01,13,10,23,SELF,2026-01-16T14:30:00,SUBMITTED
INT-0003704,BEN-001151,FPS-0568,2026-01,16,12,28,SELF,2026-01-17T12:11:00,SUBMITTED
INT-0003705,BEN-002910,FPS-0023,2026-01,5,4,9,AUTHORIZED_PERSON,2026-01-18T16:14:00,SUBMITTED
INT-0003706,BEN-001371,FPS-0534,2026-01,7,7,14,SELF,2026-01-12T13:25:00,SUBMITTED
INT-0003707,BEN-009964,FPS-0042,2026-01,15,12,27,SELF,2026-01-12T13:17:00,SUBMITTED
INT-0003708,BEN-004376,FPS-0314,2026-01,8,5,13,AUTHORIZED_PERSON,2026-01-16T16:32:00,SUBMITTED
INT-0003709,BEN-002418,FPS-0137,2026-01,21,14,35,SELF,2026-01-14T08:25:00,SUBMITTED
INT-0003710,BEN-005181,FPS-0517,2026-01,13,7,20,AUTHORIZED_PERSON,2026-01-15T08:25:00,SUBMITTED
INT-0003711,BEN-003414,FPS-0374,2026-01,4,3,7,SELF,2026-01-12T18:17:00,SUBMITTED
INT-0003712,BEN-000266,FPS-0449,2026-01,6,4,10,SELF,2026-01-17T10:26:00,SUBMITTED
INT-0003713,BEN-006598,FPS-0369,2026-01,5,3,8,AUTHORIZED_PERSON,2026-01-06T13:04:00,SUBMITTED
INT-0003714,BEN-007823,FPS-0557,2026-01,10,6,16,AUTHORIZED_PERSON,2026-01-15T18:21:00,SUBMITTED
INT-0003715,BEN-002950,FPS-0029,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-11T08:53:00,SUBMITTED
INT-0003716,BEN-003725,FPS-0453,2026-01,8,7,15,AUTHORIZED_PERSON,2026-01-09T08:00:00,SUBMITTED
INT-0003717,BEN-007093,FPS-0426,2026-01,9,6,15,SELF,2026-01-14T09:23:00,SUBMITTED
INT-0003718,BEN-009827,FPS-0060,2026-01,8,6,14,AUTHORIZED_PERSON,2026-01-19T15:00:00,SUBMITTED
INT-0003719,BEN-008944,FPS-0400,2026-01,8,5,13,SELF,2026-01-14T17:19:00,SUBMITTED
INT-0003720,BEN-009395,FPS-0595,2026-01,11,6,17,AUTHORIZED_PERSON,2026-01-20T19:17:00,SUBMITTED
INT-0003721,BEN-007263,FPS-0482,2026-01,18,11,29,AUTHORIZED_PERSON,2026-01-06T12:11:00,SUBMITTED
INT-0003722,BEN-004142,FPS-0157,2026-01,5,3,8,SELF,2026-01-06T15:25:00,CANCELLED
INT-0003723,BEN-000726,FPS-0257,2026-01,10,5,15,AUTHORIZED_PERSON,2026-01-08T15:04:00,SUBMITTED
INT-0003724,BEN-000908,FPS-0094,2026-01,20,15,35,AUTHORIZED_PERSON,2026-01-16T11:14:00,SUBMITTED
INT-0003725,BEN-004023,FPS-0148,2026-01,11,8,19,SELF,2026-01-20T14:18:00,SUBMITTED
INT-0003726,BEN-007978,FPS-0021,2026-01,16,10,26,AUTHORIZED_PERSON,2026-01-19T17:42:00,SUBMITTED
INT-0003727,BEN-003869,FPS-0395,2026-01,15,10,25,SELF,2026-01-08T10:33:00,SUBMITTED
INT-0003728,BEN-002005,FPS-0563,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-06T16:22:00,SUBMITTED
INT-0003729,BEN-005391,FPS-0185,2026-01,10,7,17,AUTHORIZED_PERSON,2026-01-10T17:54:00,SUBMITTED
INT-0003730,BEN-001531,FPS-0049,2026-01,21,14,35,AUTHORIZED_PERSON,2026-01-08T14:54:00,SUBMITTED
INT-0003731,BEN-007543,FPS-0457,2026-01,8,5,13,AUTHORIZED_PERSON,2026-01-17T15:59:00,SUBMITTED
INT-0003732,BEN-007839,FPS-0295,2026-01,12,8,20,AUTHORIZED_PERSON,2026-01-10T08:05:00,SUBMITTED
INT-0003733,BEN-002185,FPS-0328,2026-01,21,13,34,SELF,2026-01-18T15:26:00,SUBMITTED
INT-0003734,BEN-004224,FPS-0283,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-11T18:48:00,SUBMITTED
INT-0003735,BEN-001269,FPS-0246,2026-01,8,4,12,SELF,2026-01-07T16:02:00,SUBMITTED
INT-0003736,BEN-006552,FPS-0465,2026-01,5,3,8,AUTHORIZED_PERSON,2026-01-10T13:57:00,SUBMITTED
INT-0003737,BEN-006502,FPS-0415,2026-01,14,10,24,AUTHORIZED_PERSON,2026-01-08T15:59:00,SUBMITTED
INT-0003738,BEN-002132,FPS-0196,2026-01,15,8,23,AUTHORIZED_PERSON,2026-01-18T08:19:00,SUBMITTED
INT-0003739,BEN-001108,FPS-0216,2026-01,3,2,5,AUTHORIZED_PERSON,2026-01-11T13:09:00,SUBMITTED
INT-0003740,BEN-008449,FPS-0142,2026-01,7,5,12,AUTHORIZED_PERSON,2026-01-07T11:12:00,SUBMITTED
INT-0003741,BEN-006538,FPS-0442,2026-01,20,15,35,SELF,2026-01-05T12:22:00,SUBMITTED
INT-0003742,BEN-004144,FPS-0063,2026-01,13,7,20,SELF,2026-01-06T09:04:00,SUBMITTED
INT-0003743,BEN-009522,FPS-0187,2026-01,10,5,15,SELF,2026-01-07T12:44:00,SUBMITTED
INT-0003744,BEN-000775,FPS-0010,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-06T15:05:00,SUBMITTED
INT-0003745,BEN-000753,FPS-0258,2026-01,11,7,18,AUTHORIZED_PERSON,2026-01-20T12:37:00,SUBMITTED
INT-0003746,BEN-003805,FPS-0054,2026-01,9,6,15,SELF,2026-01-17T13:35:00,SUBMITTED
INT-0003747,BEN-002450,FPS-0157,2026-01,7,7,14,SELF,2026-01-14T15:28:00,SUBMITTED
INT-0003748,BEN-000192,FPS-0490,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-13T18:07:00,SUBMITTED
INT-0003749,BEN-001754,FPS-0467,2026-01,9,6,15,SELF,2026-01-10T17:05:00,SUBMITTED
INT-0003750,BEN-000795,FPS-0240,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-06T17:31:00,CANCELLED
INT-0003751,BEN-001057,FPS-0098,2026-01,21,14,35,SELF,2026-01-06T12:48:00,SUBMITTED
INT-0003752,BEN-004100,FPS-0282,2026-01,14,11,25,AUTHORIZED_PERSON,2026-01-08T10:32:00,SUBMITTED
INT-0003753,BEN-006078,FPS-0502,2026-01,3,2,5,AUTHORIZED_PERSON,2026-01-14T18:57:00,SUBMITTED
INT-0003754,BEN-000209,FPS-0178,2026-01,5,3,8,AUTHORIZED_PERSON,2026-01-11T08:47:00,SUBMITTED
INT-0003755,BEN-003435,FPS-0297,2026-01,11,9,20,SELF,2026-01-09T18:22:00,SUBMITTED
INT-0003756,BEN-000423,FPS-0189,2026-01,10,6,16,SELF,2026-01-17T14:09:00,SUBMITTED
INT-0003757,BEN-003566,FPS-0194,2026-01,10,6,16,AUTHORIZED_PERSON,2026-01-15T11:09:00,SUBMITTED
INT-0003758,BEN-003656,FPS-0107,2026-01,9,6,15,SELF,2026-01-19T14:30:00,SUBMITTED
INT-0003759,BEN-001971,FPS-0047,2026-01,13,7,20,AUTHORIZED_PERSON,2026-01-17T14:19:00,SUBMITTED
INT-0003760,BEN-001487,FPS-0432,2026-01,18,12,30,SELF,2026-01-20T09:08:00,SUBMITTED
INT-0003761,BEN-004731,FPS-0342,2026-01,7,6,13,SELF,2026-01-09T13:11:00,SUBMITTED
INT-0003762,BEN-002942,FPS-0226,2026-01,11,9,20,SELF,2026-01-13T18:02:00,SUBMITTED
INT-0003763,BEN-006356,FPS-0594,2026-01,16,9,25,AUTHORIZED_PERSON,2026-01-05T12:19:00,SUBMITTED
INT-0003764,BEN-004840,FPS-0492,2026-01,16,13,29,AUTHORIZED_PERSON,2026-01-14T14:53:00,SUBMITTED
INT-0003765,BEN-009421,FPS-0387,2026-01,3,2,5,AUTHORIZED_PERSON,2026-01-16T17:48:00,SUBMITTED
INT-0003766,BEN-003395,FPS-0357,2026-01,16,9,25,SELF,2026-01-16T08:38:00,SUBMITTED
INT-0003767,BEN-002893,FPS-0004,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-07T09:37:00,SUBMITTED
INT-0003768,BEN-003007,FPS-0070,2026-01,13,7,20,SELF,2026-01-18T10:05:00,SUBMITTED
INT-0003769,BEN-004749,FPS-0026,2026-01,3,2,5,SELF,2026-01-11T11:08:00,CANCELLED
INT-0003770,BEN-002031,FPS-0465,2026-01,8,6,14,SELF,2026-01-09T09:04:00,SUBMITTED
INT-0003771,BEN-008093,FPS-0142,2026-01,9,6,15,SELF,2026-01-12T14:22:00,SUBMITTED
INT-0003772,BEN-008866,FPS-0524,2026-01,8,6,14,AUTHORIZED_PERSON,2026-01-09T09:39:00,SUBMITTED
INT-0003773,BEN-002441,FPS-0107,2026-01,7,5,12,SELF,2026-01-17T17:16:00,SUBMITTED
INT-0003774,BEN-004438,FPS-0573,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-20T17:55:00,SUBMITTED
INT-0003775,BEN-009692,FPS-0105,2026-01,17,13,30,SELF,2026-01-08T10:49:00,SUBMITTED
INT-0003776,BEN-003194,FPS-0358,2026-01,22,13,35,AUTHORIZED_PERSON,2026-01-09T10:27:00,SUBMITTED
INT-0003777,BEN-009875,FPS-0098,2026-01,12,8,20,AUTHORIZED_PERSON,2026-01-15T14:05:00,SUBMITTED
INT-0003778,BEN-003390,FPS-0319,2026-01,8,7,15,AUTHORIZED_PERSON,2026-01-19T08:12:00,SUBMITTED
INT-0003779,BEN-005484,FPS-0328,2026-01,12,8,20,AUTHORIZED_PERSON,2026-01-13T10:00:00,SUBMITTED
INT-0003780,BEN-002638,FPS-0280,2026-01,7,4,11,AUTHORIZED_PERSON,2026-01-07T11:45:00,SUBMITTED
INT-0003781,BEN-008921,FPS-0346,2026-01,10,6,16,SELF,2026-01-16T19:04:00,SUBMITTED
INT-0003782,BEN-009259,FPS-0553,2026-01,12,6,18,AUTHORIZED_PERSON,2026-01-08T19:27:00,SUBMITTED
INT-0003783,BEN-002849,FPS-0042,2026-01,8,6,14,SELF,2026-01-18T18:44:00,SUBMITTED
INT-0003784,BEN-005787,FPS-0370,2026-01,5,3,8,SELF,2026-01-17T13:08:00,SUBMITTED
INT-0003785,BEN-000553,FPS-0081,2026-01,6,5,11,AUTHORIZED_PERSON,2026-01-11T10:49:00,SUBMITTED
INT-0003786,BEN-003820,FPS-0022,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-15T13:46:00,SUBMITTED
INT-0003787,BEN-008952,FPS-0099,2026-01,16,11,27,SELF,2026-01-18T12:57:00,SUBMITTED
INT-0003788,BEN-001251,FPS-0533,2026-01,3,2,5,SELF,2026-01-16T09:48:00,SUBMITTED
INT-0003789,BEN-004222,FPS-0259,2026-01,5,3,8,SELF,2026-01-16T12:03:00,SUBMITTED
INT-0003790,BEN-008562,FPS-0338,2026-01,2,2,4,SELF,2026-01-15T09:06:00,SUBMITTED
INT-0003791,BEN-007641,FPS-0534,2026-01,10,7,17,SELF,2026-01-12T08:29:00,SUBMITTED
INT-0003792,BEN-003937,FPS-0222,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-14T12:15:00,SUBMITTED
INT-0003793,BEN-008077,FPS-0101,2026-01,17,10,27,SELF,2026-01-12T19:23:00,SUBMITTED
INT-0003794,BEN-000817,FPS-0308,2026-01,12,8,20,AUTHORIZED_PERSON,2026-01-05T17:24:00,SUBMITTED
INT-0003795,BEN-009877,FPS-0138,2026-01,5,4,9,AUTHORIZED_PERSON,2026-01-10T19:55:00,SUBMITTED
INT-0003796,BEN-003622,FPS-0183,2026-01,9,4,13,SELF,2026-01-17T08:41:00,SUBMITTED
INT-0003797,BEN-008313,FPS-0321,2026-01,4,3,7,SELF,2026-01-19T16:38:00,SUBMITTED
INT-0003798,BEN-008923,FPS-0145,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-14T13:14:00,SUBMITTED
INT-0003799,BEN-005565,FPS-0295,2026-01,2,2,4,SELF,2026-01-18T14:51:00,SUBMITTED
INT-0003800,BEN-002824,FPS-0224,2026-01,13,8,21,AUTHORIZED_PERSON,2026-01-08T11:06:00,SUBMITTED
INT-0003801,BEN-006320,FPS-0141,2026-01,5,3,8,AUTHORIZED_PERSON,2026-01-18T15:29:00,SUBMITTED
INT-0003802,BEN-002773,FPS-0318,2026-01,18,12,30,SELF,2026-01-18T18:39:00,SUBMITTED
INT-0003803,BEN-000768,FPS-0225,2026-01,9,5,14,AUTHORIZED_PERSON,2026-01-14T11:43:00,SUBMITTED
INT-0003804,BEN-001627,FPS-0405,2026-01,21,14,35,AUTHORIZED_PERSON,2026-01-16T14:00:00,SUBMITTED
INT-0003805,BEN-003828,FPS-0489,2026-01,15,8,23,AUTHORIZED_PERSON,2026-01-20T13:27:00,SUBMITTED
INT-0003806,BEN-006876,FPS-0531,2026-01,2,2,4,SELF,2026-01-06T11:09:00,SUBMITTED
INT-0003807,BEN-008755,FPS-0294,2026-01,8,5,13,SELF,2026-01-20T14:00:00,SUBMITTED
INT-0003808,BEN-007824,FPS-0203,2026-01,17,13,30,AUTHORIZED_PERSON,2026-01-17T12:44:00,SUBMITTED
INT-0003809,BEN-003846,FPS-0527,2026-01,3,2,5,SELF,2026-01-20T17:55:00,SUBMITTED
INT-0003810,BEN-009124,FPS-0549,2026-01,10,8,18,SELF,2026-01-12T16:24:00,SUBMITTED
INT-0003811,BEN-006304,FPS-0128,2026-01,16,9,25,SELF,2026-01-20T08:07:00,SUBMITTED
INT-0003812,BEN-008794,FPS-0241,2026-01,20,12,32,SELF,2026-01-13T16:05:00,SUBMITTED
INT-0003813,BEN-008724,FPS-0439,2026-01,19,12,31,SELF,2026-01-09T09:52:00,SUBMITTED
INT-0003814,BEN-009267,FPS-0013,2026-01,20,15,35,SELF,2026-01-13T15:15:00,SUBMITTED
INT-0003815,BEN-005778,FPS-0029,2026-01,17,13,30,SELF,2026-01-15T15:42:00,SUBMITTED
INT-0003816,BEN-004020,FPS-0536,2026-01,11,7,18,SELF,2026-01-12T08:14:00,SUBMITTED
INT-0003817,BEN-006046,FPS-0486,2026-01,15,10,25,SELF,2026-01-05T10:16:00,SUBMITTED
INT-0003818,BEN-006196,FPS-0448,2026-01,13,7,20,AUTHORIZED_PERSON,2026-01-06T08:53:00,SUBMITTED
INT-0003819,BEN-007461,FPS-0568,2026-01,6,5,11,SELF,2026-01-09T12:24:00,SUBMITTED
INT-0003820,BEN-001729,FPS-0082,2026-01,11,9,20,AUTHORIZED_PERSON,2026-01-12T13:40:00,SUBMITTED
INT-0003821,BEN-001168,FPS-0167,2026-01,9,6,15,SELF,2026-01-11T08:02:00,SUBMITTED
INT-0003822,BEN-001582,FPS-0059,2026-01,11,7,18,SELF,2026-01-08T08:36:00,SUBMITTED
INT-0003823,BEN-001715,FPS-0131,2026-01,9,6,15,SELF,2026-01-15T14:44:00,SUBMITTED
INT-0003824,BEN-003502,FPS-0032,2026-01,8,7,15,AUTHORIZED_PERSON,2026-01-08T10:33:00,SUBMITTED
INT-0003825,BEN-008409,FPS-0356,2026-01,15,10,25,SELF,2026-01-17T13:28:00,SUBMITTED
INT-0003826,BEN-004324,FPS-0148,2026-01,3,2,5,AUTHORIZED_PERSON,2026-01-07T08:40:00,SUBMITTED
INT-0003827,BEN-005831,FPS-0435,2026-01,7,4,11,AUTHORIZED_PERSON,2026-01-09T15:37:00,SUBMITTED
INT-0003828,BEN-001606,FPS-0370,2026-01,12,9,21,AUTHORIZED_PERSON,2026-01-09T19:50:00,SUBMITTED
INT-0003829,BEN-006071,FPS-0555,2026-01,10,9,19,AUTHORIZED_PERSON,2026-01-20T10:21:00,CANCELLED
INT-0003830,BEN-009661,FPS-0510,2026-01,17,12,29,AUTHORIZED_PERSON,2026-01-20T12:10:00,SUBMITTED
INT-0003831,BEN-001571,FPS-0293,2026-01,7,4,11,SELF,2026-01-13T09:14:00,SUBMITTED
INT-0003832,BEN-007763,FPS-0445,2026-01,8,5,13,AUTHORIZED_PERSON,2026-01-18T15:58:00,SUBMITTED
INT-0003833,BEN-006310,FPS-0131,2026-01,10,9,19,AUTHORIZED_PERSON,2026-01-12T13:42:00,SUBMITTED
INT-0003834,BEN-005669,FPS-0361,2026-01,11,7,18,AUTHORIZED_PERSON,2026-01-06T19:09:00,SUBMITTED
INT-0003835,BEN-000509,FPS-0441,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-10T18:22:00,SUBMITTED
INT-0003836,BEN-004571,FPS-0088,2026-01,21,14,35,AUTHORIZED_PERSON,2026-01-13T11:50:00,SUBMITTED
INT-0003837,BEN-003081,FPS-0426,2026-01,6,4,10,SELF,2026-01-17T15:52:00,SUBMITTED
INT-0003838,BEN-005813,FPS-0184,2026-01,14,10,24,AUTHORIZED_PERSON,2026-01-19T13:08:00,SUBMITTED
INT-0003839,BEN-001779,FPS-0385,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-18T18:14:00,SUBMITTED
INT-0003840,BEN-005068,FPS-0186,2026-01,7,4,11,SELF,2026-01-09T17:15:00,SUBMITTED
INT-0003841,BEN-001349,FPS-0522,2026-01,21,14,35,AUTHORIZED_PERSON,2026-01-16T12:45:00,SUBMITTED
INT-0003842,BEN-002087,FPS-0544,2026-01,2,2,4,AUTHORIZED_PERSON,2026-01-18T09:57:00,SUBMITTED
INT-0003843,BEN-001657,FPS-0472,2026-01,9,5,14,AUTHORIZED_PERSON,2026-01-15T09:39:00,SUBMITTED
INT-0003844,BEN-009903,FPS-0273,2026-01,8,4,12,AUTHORIZED_PERSON,2026-01-17T11:59:00,SUBMITTED
INT-0003845,BEN-009256,FPS-0329,2026-01,6,4,10,SELF,2026-01-15T11:11:00,SUBMITTED
INT-0003846,BEN-000260,FPS-0442,2026-01,9,6,15,SELF,2026-01-09T13:45:00,SUBMITTED
INT-0003847,BEN-003311,FPS-0495,2026-01,17,14,31,SELF,2026-01-16T17:30:00,SUBMITTED
INT-0003848,BEN-001672,FPS-0439,2026-01,6,4,10,SELF,2026-01-08T18:48:00,SUBMITTED
INT-0003849,BEN-001174,FPS-0008,2026-01,8,6,14,SELF,2026-01-05T18:00:00,SUBMITTED
INT-0003850,BEN-002345,FPS-0593,2026-01,11,9,20,SELF,2026-01-10T12:20:00,SUBMITTED
INT-0003851,BEN-002905,FPS-0269,2026-01,7,4,11,AUTHORIZED_PERSON,2026-01-07T16:01:00,SUBMITTED
INT-0003852,BEN-004637,FPS-0472,2026-01,16,10,26,SELF,2026-01-09T13:12:00,SUBMITTED
INT-0003853,BEN-007343,FPS-0321,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-18T09:21:00,SUBMITTED
INT-0003854,BEN-009549,FPS-0058,2026-01,23,12,35,SELF,2026-01-17T17:12:00,SUBMITTED
INT-0003855,BEN-002892,FPS-0586,2026-01,4,3,7,AUTHORIZED_PERSON,2026-01-07T19:28:00,SUBMITTED
INT-0003856,BEN-001029,FPS-0319,2026-01,4,3,7,SELF,2026-01-10T08:21:00,SUBMITTED
INT-0003857,BEN-001611,FPS-0281,2026-01,5,4,9,AUTHORIZED_PERSON,2026-01-10T18:37:00,SUBMITTED
INT-0003858,BEN-003986,FPS-0095,2026-01,7,3,10,SELF,2026-01-06T12:10:00,SUBMITTED
INT-0003859,BEN-001267,FPS-0597,2026-01,8,5,13,AUTHORIZED_PERSON,2026-01-12T18:00:00,SUBMITTED
INT-0003860,BEN-007897,FPS-0424,2026-01,5,3,8,SELF,2026-01-20T09:29:00,SUBMITTED
INT-0003861,BEN-003907,FPS-0417,2026-01,2,1,3,AUTHORIZED_PERSON,2026-01-06T18:46:00,SUBMITTED
INT-0003862,BEN-008095,FPS-0210,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-13T16:20:00,SUBMITTED
INT-0003863,BEN-004755,FPS-0016,2026-01,8,6,14,AUTHORIZED_PERSON,2026-01-09T13:38:00,SUBMITTED
INT-0003864,BEN-005285,FPS-0428,2026-01,5,4,9,SELF,2026-01-06T09:16:00,SUBMITTED
INT-0003865,BEN-002025,FPS-0282,2026-01,15,10,25,SELF,2026-01-09T15:31:00,SUBMITTED
INT-0003866,BEN-005358,FPS-0474,2026-01,9,6,15,SELF,2026-01-17T09:52:00,SUBMITTED
INT-0003867,BEN-002489,FPS-0569,2026-01,11,7,18,SELF,2026-01-09T15:53:00,SUBMITTED
INT-0003868,BEN-000521,FPS-0449,2026-01,14,9,23,SELF,2026-01-20T15:05:00,SUBMITTED
INT-0003869,BEN-009330,FPS-0269,2026-01,3,2,5,SELF,2026-01-11T17:13:00,SUBMITTED
INT-0003870,BEN-001430,FPS-0595,2026-01,2,2,4,AUTHORIZED_PERSON,2026-01-14T15:32:00,SUBMITTED
INT-0003871,BEN-006587,FPS-0436,2026-01,15,10,25,AUTHORIZED_PERSON,2026-01-19T17:36:00,SUBMITTED
INT-0003872,BEN-004897,FPS-0508,2026-01,11,9,20,SELF,2026-01-13T19:56:00,SUBMITTED
INT-0003873,BEN-003997,FPS-0084,2026-01,15,10,25,AUTHORIZED_PERSON,2026-01-07T08:29:00,SUBMITTED
INT-0003874,BEN-007046,FPS-0153,2026-01,8,6,14,AUTHORIZED_PERSON,2026-01-17T15:01:00,SUBMITTED
INT-0003875,BEN-009478,FPS-0312,2026-01,20,12,32,SELF,2026-01-05T15:47:00,SUBMITTED
INT-0003876,BEN-004631,FPS-0144,2026-01,5,4,9,SELF,2026-01-10T08:10:00,SUBMITTED
INT-0003877,BEN-005895,FPS-0011,2026-01,3,2,5,AUTHORIZED_PERSON,2026-01-10T11:53:00,SUBMITTED
INT-0003878,BEN-004945,FPS-0312,2026-01,8,7,15,SELF,2026-01-14T10:42:00,SUBMITTED
INT-0003879,BEN-006642,FPS-0342,2026-01,6,4,10,SELF,2026-01-13T13:37:00,SUBMITTED
INT-0003880,BEN-002162,FPS-0072,2026-01,20,15,35,SELF,2026-01-18T14:30:00,SUBMITTED
INT-0003881,BEN-008798,FPS-0262,2026-01,9,4,13,AUTHORIZED_PERSON,2026-01-14T16:10:00,SUBMITTED
INT-0003882,BEN-007256,FPS-0094,2026-01,10,7,17,SELF,2026-01-08T08:16:00,SUBMITTED
INT-0003883,BEN-000479,FPS-0148,2026-01,19,11,30,AUTHORIZED_PERSON,2026-01-19T18:39:00,SUBMITTED
INT-0003884,BEN-001277,FPS-0387,2026-01,9,8,17,SELF,2026-01-10T16:39:00,SUBMITTED
INT-0003885,BEN-005196,FPS-0053,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-06T17:03:00,SUBMITTED
INT-0003886,BEN-007431,FPS-0363,2026-01,10,5,15,SELF,2026-01-10T16:07:00,SUBMITTED
INT-0003887,BEN-000998,FPS-0226,2026-01,8,6,14,SELF,2026-01-17T18:17:00,SUBMITTED
INT-0003888,BEN-000200,FPS-0314,2026-01,20,15,35,AUTHORIZED_PERSON,2026-01-07T18:30:00,SUBMITTED
INT-0003889,BEN-006236,FPS-0445,2026-01,18,12,30,SELF,2026-01-09T14:23:00,SUBMITTED
INT-0003890,BEN-005581,FPS-0516,2026-01,14,11,25,AUTHORIZED_PERSON,2026-01-06T16:05:00,SUBMITTED
INT-0003891,BEN-002983,FPS-0081,2026-01,10,5,15,AUTHORIZED_PERSON,2026-01-18T15:55:00,SUBMITTED
INT-0003892,BEN-006330,FPS-0177,2026-01,8,5,13,SELF,2026-01-15T19:20:00,SUBMITTED
INT-0003893,BEN-000771,FPS-0510,2026-01,3,2,5,AUTHORIZED_PERSON,2026-01-20T18:59:00,SUBMITTED
