manifest_item_id,manifest_id,fps_id,commodity,planned_kg,sequence_number,allocation_id
MI-0001264,MAN-000108,FPS-0202,RICE,157,2,ALLOC-0001603
MI-0001265,MAN-000108,FPS-0202,WHEAT,125,2,ALLOC-0001604
MI-0001266,MAN-000108,FPS-0452,RICE,158,3,ALLOC-0002103
MI-0001267,MAN-000108,FPS-0452,WHEAT,134,3,ALLOC-0002104
MI-0001268,MAN-000108,FPS-0252,RICE,137,4,ALLOC-0001703
MI-0001269,MAN-000108,FPS-0252,WHEAT,122,4,ALLOC-0001704
MI-0001270,MAN-000108,FPS-0127,RICE,132,5,ALLOC-0001453
MI-0001271,MAN-000108,FPS-0127,WHEAT,112,5,ALLOC-0001454
MI-0001272,MAN-000108,FPS-0577,RICE,143,6,ALLOC-0002353
MI-0001273,MAN-000108,FPS-0577,WHEAT,117,6,ALLOC-0002354
MI-0001274,MAN-000109,FPS-0278,RICE,146,1,ALLOC-0001755
MI-0001275,MAN-000109,FPS-0278,WHEAT,134,1,ALLOC-0001756
MI-0001276,MAN-000109,FPS-0128,RICE,150,2,ALLOC-0001455
MI-0001277,MAN-000109,FPS-0128,WHEAT,134,2,ALLOC-0001456
MI-0001278,MAN-000109,FPS-0353,RICE,155,3,ALLOC-0001905
MI-0001279,MAN-000109,FPS-0353,WHEAT,133,3,ALLOC-0001906
MI-0001280,MAN-000109,FPS-0503,RICE,189,4,ALLOC-0002205
MI-0001281,MAN-000109,FPS-0503,WHEAT,135,4,ALLOC-0002206
MI-0001282,MAN-000109,FPS-0078,RICE,198,5,ALLOC-0001355
MI-0001283,MAN-000109,FPS-0078,WHEAT,152,5,ALLOC-0001356
MI-0001284,MAN-000109,FPS-0303,RICE,132,6,ALLOC-0001805
MI-0001285,MAN-000109,FPS-0303,WHEAT,115,6,ALLOC-0001806
MI-0001286,MAN-000110,FPS-0378,RICE,206,1,ALLOC-0001955
MI-0001287,MAN-000110,FPS-0378,WHEAT,155,1,ALLOC-0001956
MI-0001288,MAN-000110,FPS-0403,RICE,124,2,ALLOC-0002005
MI-0001289,MAN-000110,FPS-0403,WHEAT,120,2,ALLOC-0002006
MI-0001290,MAN-000110,FPS-0228,RICE,184,3,ALLOC-0001655
MI-0001291,MAN-000110,FPS-0228,WHEAT,145,3,ALLOC-0001656
MI-0001292,MAN-000110,FPS-0103,RICE,223,4,ALLOC-0001405
MI-0001293,MAN-000110,FPS-0103,WHEAT,167,4,ALLOC-0001406
MI-0001294,MAN-000110,FPS-0453,RICE,128,5,ALLOC-0002105
MI-0001295,MAN-000110,FPS-0453,WHEAT,124,5,ALLOC-0002106
MI-0001296,MAN-000110,FPS-0528,RICE,173,6,ALLOC-0002255
MI-0001297,MAN-000110,FPS-0528,WHEAT,155,6,ALLOC-0002256
MI-0001298,MAN-000111,FPS-0253,RICE,237,1,ALLOC-0001705
MI-0001299,MAN-000111,FPS-0253,WHEAT,146,1,ALLOC-0001706
MI-0001300,MAN-000111,FPS-0153,RICE,188,2,ALLOC-0001505
MI-0001301,MAN-000111,FPS-0153,WHEAT,152,2,ALLOC-0001506
MI-0001302,MAN-000111,FPS-0028,RICE,154,3,ALLOC-0001255
MI-0001303,MAN-000111,FPS-0028,WHEAT,132,3,ALLOC-0001256
MI-0001304,MAN-000111,FPS-0428,RICE,147,4,ALLOC-0002055
MI-0001305,MAN-000111,FPS-0428,WHEAT,125,4,ALLOC-0002056
MI-0001306,MAN-000111,FPS-0328,RICE,157,5,ALLOC-0001855
MI-0001307,MAN-000111,FPS-0328,WHEAT,141,5,ALLOC-0001856
MI-0001308,MAN-000111,FPS-0003,RICE,224,6,ALLOC-0001205
MI-0001309,MAN-000111,FPS-0003,WHEAT,174,6,ALLOC-0001206
MI-0001310,MAN-000112,FPS-0178,RICE,140,1,ALLOC-0001555
MI-0001311,MAN-000112,FPS-0178,WHEAT,117,1,ALLOC-0001556
MI-0001312,MAN-000112,FPS-0203,RICE,138,2,ALLOC-0001605
MI-0001313,MAN-000112,FPS-0203,WHEAT,120,2,ALLOC-0001606
MI-0001314,MAN-000112,FPS-0478,RICE,177,3,ALLOC-0002155
MI-0001315,MAN-000112,FPS-0478,WHEAT,145,3,ALLOC-0002156
MI-0001316,MAN-000112,FPS-0578,RICE,131,4,ALLOC-0002355
MI-0001317,MAN-000112,FPS-0578,WHEAT,118,4,ALLOC-0002356
MI-0001318,MAN-000112,FPS-0053,RICE,143,5,ALLOC-0001305
MI-0001319,MAN-000112,FPS-0053,WHEAT,139,5,ALLOC-0001306
MI-0001320,MAN-000112,FPS-0553,RICE,225,6,ALLOC-0002305
MI-0001321,MAN-000112,FPS-0553,WHEAT,161,6,ALLOC-0002306
MI-0001322,MAN-000113,FPS-0104,RICE,141,1,ALLOC-0001407
MI-0001323,MAN-000113,FPS-0104,WHEAT,117,1,ALLOC-0001408
MI-0001324,MAN-000113,FPS-0229,RICE,172,2,ALLOC-0001657
MI-0001325,MAN-000113,FPS-0229,WHEAT,143,2,ALLOC-0001658
MI-0001326,MAN-000113,FPS-0204,RICE,179,3,ALLOC-0001607
MI-0001327,MAN-000113,FPS-0204,WHEAT,144,3,ALLOC-0001608
MI-0001328,MAN-000113,FPS-0179,RICE,193,4,ALLOC-0001557
MI-0001329,MAN-000113,FPS-0179,WHEAT,149,4,ALLOC-0001558
MI-0001330,MAN-000113,FPS-0529,RICE,233,5,ALLOC-0002257
MI-0001331,MAN-000113,FPS-0529,WHEAT,154,5,ALLOC-0002258
MI-0001332,MAN-000113,FPS-0354,RICE,157,6,ALLOC-0001907
MI-0001333,MAN-000113,FPS-0354,WHEAT,128,6,ALLOC-0001908
MI-0001334,MAN-000114,FPS-0504,RICE,133,1,ALLOC-0002207
MI-0001335,MAN-000114,FPS-0504,WHEAT,107,1,ALLOC-0002208
MI-0001336,MAN-000114,FPS-0279,RICE,253,2,ALLOC-0001757
MI-0001337,MAN-000114,FPS-0279,WHEAT,200,2,ALLOC-0001758
MI-0001338,MAN-000114,FPS-0454,RICE,174,3,ALLOC-0002107
MI-0001339,MAN-000114,FPS-0454,WHEAT,153,3,ALLOC-0002108
MI-0001340,MAN-000114,FPS-0004,RICE,180,4,ALLOC-0001207
MI-0001341,MAN-000114,FPS-0004,WHEAT,151,4,ALLOC-0001208
MI-0001342,MAN-000114,FPS-0029,RICE,169,5,ALLOC-0001257
MI-0001343,MAN-000114,FPS-0029,WHEAT,114,5,ALLOC-0001258
MI-0001344,MAN-000114,FPS-0054,RICE,139,6,ALLOC-0001307
MI-0001345,MAN-000114,FPS-0054,WHEAT,135,6,ALLOC-0001308
MI-0001346,MAN-000115,FPS-0329,RICE,137,1,ALLOC-0001857
MI-0001347,MAN-000115,FPS-0329,WHEAT,129,1,ALLOC-0001858
MI-0001348,MAN-000115,FPS-0154,RICE,141,2,ALLOC-0001507
MI-0001349,MAN-000115,FPS-0154,WHEAT,132,2,ALLOC-0001508
MI-0001350,MAN-000115,FPS-0129,RICE,173,3,ALLOC-0001457
MI-0001351,MAN-000115,FPS-0129,WHEAT,149,3,ALLOC-0001458
MI-0001352,MAN-000115,FPS-0479,RICE,195,4,ALLOC-0002157
MI-0001353,MAN-000115,FPS-0479,WHEAT,153,4,ALLOC-0002158
MI-0001354,MAN-000115,FPS-0579,RICE,155,5,ALLOC-0002357
MI-0001355,MAN-000115,FPS-0579,WHEAT,141,5,ALLOC-0002358
MI-0001356,MAN-000115,FPS-0554,RICE,142,6,ALLOC-0002307
MI-0001357,MAN-000115,FPS-0554,WHEAT,129,6,ALLOC-0002308
MI-0001358,MAN-000116,FPS-0404,RICE,143,1,ALLOC-0002007
MI-0001359,MAN-000116,FPS-0404,WHEAT,124,1,ALLOC-0002008
MI-0001360,MAN-000116,FPS-0429,RICE,135,2,ALLOC-0002057
MI-0001361,MAN-000116,FPS-0429,WHEAT,124,2,ALLOC-0002058
MI-0001362,MAN-000116,FPS-0079,RICE,131,3,ALLOC-0001357
MI-0001363,MAN-000116,FPS-0079,WHEAT,120,3,ALLOC-0001358
MI-0001364,MAN-000116,FPS-0304,RICE,174,4,ALLOC-0001807
MI-0001365,MAN-000116,FPS-0304,WHEAT,139,4,ALLOC-0001808
MI-0001366,MAN-000116,FPS-0379,RICE,132,5,ALLOC-0001957
MI-0001367,MAN-000116,FPS-0379,WHEAT,118,5,ALLOC-0001958
MI-0001368,MAN-000116,FPS-0254,RICE,133,6,ALLOC-0001707
MI-0001369,MAN-000116,FPS-0254,WHEAT,116,6,ALLOC-0001708
MI-0001370,MAN-000117,FPS-0080,RICE,136,1,ALLOC-0001359
MI-0001371,MAN-000117,FPS-0080,WHEAT,125,1,ALLOC-0001360
MI-0001372,MAN-000117,FPS-0455,RICE,161,2,ALLOC-0002109
MI-0001373,MAN-000117,FPS-0455,WHEAT,134,2,ALLOC-0002110
MI-0001374,MAN-000117,FPS-0480,RICE,133,3,ALLOC-0002159
MI-0001375,MAN-000117,FPS-0480,WHEAT,122,3,ALLOC-0002160
MI-0001376,MAN-000117,FPS-0580,RICE,214,4,ALLOC-0002359
MI-0001377,MAN-000117,FPS-0580,WHEAT,148,4,ALLOC-0002360
MI-0001378,MAN-000117,FPS-0055,RICE,183,5,ALLOC-0001309
MI-0001379,MAN-000117,FPS-0055,WHEAT,145,5,ALLOC-0001310
MI-0001380,MAN-000117,FPS-0280,RICE,154,6,ALLOC-0001759
MI-0001381,MAN-000117,FPS-0280,WHEAT,131,6,ALLOC-0001760
MI-0001382,MAN-000118,FPS-0205,RICE,155,1,ALLOC-0001609
MI-0001383,MAN-000118,FPS-0205,WHEAT,143,1,ALLOC-0001610
MI-0001384,MAN-000118,FPS-0255,RICE,175,2,ALLOC-0001709
MI-0001385,MAN-000118,FPS-0255,WHEAT,145,2,ALLOC-0001710
MI-0001386,MAN-000118,FPS-0505,RICE,162,3,ALLOC-0002209
MI-0001387,MAN-000118,FPS-0505,WHEAT,131,3,ALLOC-0002210
MI-0001388,MAN-000118,FPS-0330,RICE,142,4,ALLOC-0001859
MI-0001389,MAN-000118,FPS-0330,WHEAT,125,4,ALLOC-0001860
MI-0001390,MAN-000118,FPS-0005,RICE,173,5,ALLOC-0001209
MI-0001391,MAN-000118,FPS-0005,WHEAT,163,5,ALLOC-0001210
MI-0001392,MAN-000118,FPS-0430,RICE,150,6,ALLOC-0002059
MI-0001393,MAN-000118,FPS-0430,WHEAT,123,6,ALLOC-0002060
MI-0001394,MAN-000119,FPS-0530,RICE,183,1,ALLOC-0002259
MI-0001395,MAN-000119,FPS-0530,WHEAT,156,1,ALLOC-0002260
MI-0001396,MAN-000119,FPS-0130,RICE,123,2,ALLOC-0001459
MI-0001397,MAN-000119,FPS-0130,WHEAT,115,2,ALLOC-0001460
MI-0001398,MAN-000119,FPS-0180,RICE,149,3,ALLOC-0001559
MI-0001399,MAN-000119,FPS-0180,WHEAT,135,3,ALLOC-0001560
MI-0001400,MAN-000119,FPS-0380,RICE,192,4,ALLOC-0001959
MI-0001401,MAN-000119,FPS-0380,WHEAT,131,4,ALLOC-0001960
MI-0001402,MAN-000119,FPS-0030,RICE,123,5,ALLOC-0001259
MI-0001403,MAN-000119,FPS-0030,WHEAT,106,5,ALLOC-0001260
MI-0001404,MAN-000119,FPS-0355,RICE,158,6,ALLOC-0001909
MI-0001405,MAN-000119,FPS-0355,WHEAT,142,6,ALLOC-0001910
MI-0001406,MAN-000120,FPS-0230,RICE,245,1,ALLOC-0001659
MI-0001407,MAN-000120,FPS-0230,WHEAT,174,1,ALLOC-0001660
MI-0001408,MAN-000120,FPS-0405,RICE,170,2,ALLOC-0002009
MI-0001409,MAN-000120,FPS-0405,WHEAT,146,2,ALLOC-0002010
MI-0001410,MAN-000120,FPS-0155,RICE,197,3,ALLOC-0001509
MI-0001411,MAN-000120,FPS-0155,WHEAT,163,3,ALLOC-0001510
MI-0001412,MAN-000120,FPS-0555,RICE,206,4,ALLOC-0002309
MI-0001413,MAN-000120,FPS-0555,WHEAT,145,4,ALLOC-0002310
MI-0001414,MAN-000120,FPS-0105,RICE,243,5,ALLOC-0001409
MI-0001415,MAN-000120,FPS-0105,WHEAT,181,5,ALLOC-0001410
MI-0001416,MAN-000120,FPS-0305,RICE,143,6,ALLOC-0001809
MI-0001417,MAN-000120,FPS-0305,WHEAT,138,6,ALLOC-0001810
MI-0001418,MAN-000121,FPS-0556,RICE,181,1,ALLOC-0002311
MI-0001419,MAN-000121,FPS-0556,WHEAT,148,1,ALLOC-0002312
MI-0001420,MAN-000121,FPS-0006,RICE,271,2,ALLOC-0001211
MI-0001421,MAN-000121,FPS-0006,WHEAT,169,2,ALLOC-0001212
MI-0001422,MAN-000121,FPS-0381,RICE,167,3,ALLOC-0001961
MI-0001423,MAN-000121,FPS-0381,WHEAT,150,3,ALLOC-0001962
MI-0001424,MAN-000121,FPS-0231,RICE,163,4,ALLOC-0001661
MI-0001425,MAN-000121,FPS-0231,WHEAT,147,4,ALLOC-0001662
MI-0001426,MAN-000121,FPS-0181,RICE,196,5,ALLOC-0001561
MI-0001427,MAN-000121,FPS-0181,WHEAT,151,5,ALLOC-0001562
MI-0001428,MAN-000121,FPS-0431,RICE,122,6,ALLOC-0002061
MI-0001429,MAN-000121,FPS-0431,WHEAT,114,6,ALLOC-0002062
MI-0001430,MAN-000122,FPS-0331,RICE,162,1,ALLOC-0001861
MI-0001431,MAN-000122,FPS-0331,WHEAT,136,1,ALLOC-0001862
MI-0001432,MAN-000122,FPS-0106,RICE,143,2,ALLOC-0001411
MI-0001433,MAN-000122,FPS-0106,WHEAT,124,2,ALLOC-0001412
MI-0001434,MAN-000122,FPS-0131,RICE,163,3,ALLOC-0001461
MI-0001435,MAN-000122,FPS-0131,WHEAT,131,3,ALLOC-0001462
MI-0001436,MAN-000122,FPS-0056,RICE,144,4,ALLOC-0001311
MI-0001437,MAN-000122,FPS-0056,WHEAT,141,4,ALLOC-0001312
MI-0001438,MAN-000122,FPS-0256,RICE,162,5,ALLOC-0001711
MI-0001439,MAN-000122,FPS-0256,WHEAT,135,5,ALLOC-0001712
MI-0001440,MAN-000122,FPS-0531,RICE,149,6,ALLOC-0002261
MI-0001441,MAN-000122,FPS-0531,WHEAT,137,6,ALLOC-0002262
MI-0001442,MAN-000123,FPS-0206,RICE,212,1,ALLOC-0001611
MI-0001443,MAN-000123,FPS-0206,WHEAT,171,1,ALLOC-0001612
MI-0001444,MAN-000123,FPS-0306,RICE,143,2,ALLOC-0001811
MI-0001445,MAN-000123,FPS-0306,WHEAT,118,2,ALLOC-0001812
MI-0001446,MAN-000123,FPS-0081,RICE,164,3,ALLOC-0001361
MI-0001447,MAN-000123,FPS-0081,WHEAT,127,3,ALLOC-0001362
MI-0001448,MAN-000123,FPS-0281,RICE,167,4,ALLOC-0001761
MI-0001449,MAN-000123,FPS-0281,WHEAT,127,4,ALLOC-0001762
MI-0001450,MAN-000123,FPS-0156,RICE,168,5,ALLOC-0001511
MI-0001451,MAN-000123,FPS-0156,WHEAT,135,5,ALLOC-0001512
MI-0001452,MAN-000123,FPS-0581,RICE,149,6,ALLOC-0002361
MI-0001453,MAN-000123,FPS-0581,WHEAT,143,6,ALLOC-0002362
MI-0001454,MAN-000124,FPS-0031,RICE,118,1,ALLOC-0001261
MI-0001455,MAN-000124,FPS-0031,WHEAT,111,1,ALLOC-0001262
MI-0001456,MAN-000124,FPS-0356,RICE,167,2,ALLOC-0001911
MI-0001457,MAN-000124,FPS-0356,WHEAT,135,2,ALLOC-0001912
MI-0001458,MAN-000124,FPS-0456,RICE,163,3,ALLOC-0002111
MI-0001459,MAN-000124,FPS-0456,WHEAT,134,3,ALLOC-0002112
MI-0001460,MAN-000124,FPS-0406,RICE,228,4,ALLOC-0002011
MI-0001461,MAN-000124,FPS-0406,WHEAT,155,4,ALLOC-0002012
MI-0001462,MAN-000124,FPS-0481,RICE,157,5,ALLOC-0002161
MI-0001463,MAN-000124,FPS-0481,WHEAT,140,5,ALLOC-0002162
MI-0001464,MAN-000124,FPS-0506,RICE,147,6,ALLOC-0002211
MI-0001465,MAN-000124,FPS-0506,WHEAT,122,6,ALLOC-0002212
MI-0001466,MAN-000125,FPS-0007,RICE,140,1,ALLOC-0001213
MI-0001467,MAN-000125,FPS-0007,WHEAT,121,1,ALLOC-0001214
MI-0001468,MAN-000125,FPS-0082,RICE,174,2,ALLOC-0001363
MI-0001469,MAN-000125,FPS-0082,WHEAT,126,2,ALLOC-0001364
MI-0001470,MAN-000125,FPS-0032,RICE,159,3,ALLOC-0001263
MI-0001471,MAN-000125,FPS-0032,WHEAT,154,3,ALLOC-0001264
MI-0001472,MAN-000125,FPS-0182,RICE,155,4,ALLOC-0001563
MI-0001473,MAN-000125,FPS-0182,WHEAT,130,4,ALLOC-0001564
MI-0001474,MAN-000125,FPS-0532,RICE,159,5,ALLOC-0002263
MI-0001475,MAN-000125,FPS-0532,WHEAT,138,5,ALLOC-0002264
MI-0001476,MAN-000125,FPS-0507,RICE,128,6,ALLOC-0002213
MI-0001477,MAN-000125,FPS-0507,WHEAT,112,6,ALLOC-0002214
MI-0001478,MAN-000126,FPS-0557,RICE,214,1,ALLOC-0002313
MI-0001479,MAN-000126,FPS-0557,WHEAT,153,1,ALLOC-0002314
MI-0001480,MAN-000126,FPS-0407,RICE,143,2,ALLOC-0002013
MI-0001481,MAN-000126,FPS-0407,WHEAT,122,2,ALLOC-0002014
MI-0001482,MAN-000126,FPS-0157,RICE,181,3,ALLOC-0001513
MI-0001483,MAN-000126,FPS-0157,WHEAT,154,3,ALLOC-0001514
MI-0001484,MAN-000126,FPS-0582,RICE,98,4,ALLOC-0002363
MI-0001485,MAN-000126,FPS-0582,WHEAT,91,4,ALLOC-0002364
MI-0001486,MAN-000126,FPS-0457,RICE,177,5,ALLOC-0002113
MI-0001487,MAN-000126,FPS-0457,WHEAT,135,5,ALLOC-0002114
MI-0001488,MAN-000126,FPS-0132,RICE,227,6,ALLOC-0001463
MI-0001489,MAN-000126,FPS-0132,WHEAT,159,6,ALLOC-0001464
MI-0001490,MAN-000127,FPS-0057,RICE,171,1,ALLOC-0001313
MI-0001491,MAN-000127,FPS-0057,WHEAT,143,1,ALLOC-0001314
MI-0001492,MAN-000127,FPS-0482,RICE,147,2,ALLOC-0002163
MI-0001493,MAN-000127,FPS-0482,WHEAT,142,2,ALLOC-0002164
MI-0001494,MAN-000127,FPS-0432,RICE,252,3,ALLOC-0002063
MI-0001495,MAN-000127,FPS-0432,WHEAT,180,3,ALLOC-0002064
MI-0001496,MAN-000127,FPS-0357,RICE,215,4,ALLOC-0001913
MI-0001497,MAN-000127,FPS-0357,WHEAT,157,4,ALLOC-0001914
MI-0001498,MAN-000127,FPS-0307,RICE,177,5,ALLOC-0001813
MI-0001499,MAN-000127,FPS-0307,WHEAT,140,5,ALLOC-0001814
MI-0001500,MAN-000127,FPS-0382,RICE,133,6,ALLOC-0001963
MI-0001501,MAN-000127,FPS-0382,WHEAT,119,6,ALLOC-0001964
MI-0001502,MAN-000128,FPS-0257,RICE,138,1,ALLOC-0001713
MI-0001503,MAN-000128,FPS-0257,WHEAT,125,1,ALLOC-0001714
MI-0001504,MAN-000128,FPS-0282,RICE,194,2,ALLOC-0001763
MI-0001505,MAN-000128,FPS-0282,WHEAT,139,2,ALLOC-0001764
MI-0001506,MAN-000128,FPS-0232,RICE,165,3,ALLOC-0001663
MI-0001507,MAN-000128,FPS-0232,WHEAT,141,3,ALLOC-0001664
MI-0001508,MAN-000128,FPS-0332,RICE,198,4,ALLOC-0001863
MI-0001509,MAN-000128,FPS-0332,WHEAT,153,4,ALLOC-0001864
MI-0001510,MAN-000128,FPS-0107,RICE,135,5,ALLOC-0001413
MI-0001511,MAN-000128,FPS-0107,WHEAT,114,5,ALLOC-0001414
MI-0001512,MAN-000128,FPS-0207,RICE,296,6,ALLOC-0001613
MI-0001513,MAN-000128,FPS-0207,WHEAT,191,6,ALLOC-0001614
MI-0001514,MAN-000129,FPS-0008,RICE,155,1,ALLOC-0001215
MI-0001515,MAN-000129,FPS-0008,WHEAT,132,1,ALLOC-0001216
MI-0001516,MAN-000129,FPS-0208,RICE,185,2,ALLOC-0001615
MI-0001517,MAN-000129,FPS-0208,WHEAT,151,2,ALLOC-0001616
MI-0001518,MAN-000129,FPS-0283,RICE,165,3,ALLOC-0001765
MI-0001519,MAN-000129,FPS-0283,WHEAT,132,3,ALLOC-0001766
MI-0001520,MAN-000129,FPS-0183,RICE,160,4,ALLOC-0001565
MI-0001521,MAN-000129,FPS-0183,WHEAT,144,4,ALLOC-0001566
MI-0001522,MAN-000129,FPS-0483,RICE,138,5,ALLOC-0002165
MI-0001523,MAN-000129,FPS-0483,WHEAT,127,5,ALLOC-0002166
MI-0001524,MAN-000129,FPS-0458,RICE,157,6,ALLOC-0002115
MI-0001525,MAN-000129,FPS-0458,WHEAT,137,6,ALLOC-0002116
MI-0001526,MAN-000130,FPS-0308,RICE,170,1,ALLOC-0001815
MI-0001527,MAN-000130,FPS-0308,WHEAT,145,1,ALLOC-0001816
MI-0001528,MAN-000130,FPS-0158,RICE,169,2,ALLOC-0001515
MI-0001529,MAN-000130,FPS-0158,WHEAT,148,2,ALLOC-0001516
MI-0001530,MAN-000130,FPS-0333,RICE,305,3,ALLOC-0001865
MI-0001531,MAN-000130,FPS-0333,WHEAT,211,3,ALLOC-0001866
MI-0001532,MAN-000130,FPS-0133,RICE,142,4,ALLOC-0001465
MI-0001533,MAN-000130,FPS-0133,WHEAT,120,4,ALLOC-0001466
MI-0001534,MAN-000130,FPS-0358,RICE,196,5,ALLOC-0001915
MI-0001535,MAN-000130,FPS-0358,WHEAT,160,5,ALLOC-0001916
MI-0001536,MAN-000130,FPS-0108,RICE,142,6,ALLOC-0001415
MI-0001537,MAN-000130,FPS-0108,WHEAT,118,6,ALLOC-0001416
MI-0001538,MAN-000131,FPS-0533,RICE,185,1,ALLOC-0002265
MI-0001539,MAN-000131,FPS-0533,WHEAT,152,1,ALLOC-0002266
MI-0001540,MAN-000131,FPS-0383,RICE,131,2,ALLOC-0001965
MI-0001541,MAN-000131,FPS-0383,WHEAT,114,2,ALLOC-0001966
MI-0001542,MAN-000131,FPS-0583,RICE,163,3,ALLOC-0002365
MI-0001543,MAN-000131,FPS-0583,WHEAT,136,3,ALLOC-0002366
MI-0001544,MAN-000131,FPS-0058,RICE,200,4,ALLOC-0001315
MI-0001545,MAN-000131,FPS-0058,WHEAT,157,4,ALLOC-0001316
MI-0001546,MAN-000131,FPS-0233,RICE,128,5,ALLOC-0001665
MI-0001547,MAN-000131,FPS-0233,WHEAT,119,5,ALLOC-0001666
MI-0001548,MAN-000131,FPS-0433,RICE,146,6,ALLOC-0002065
MI-0001549,MAN-000131,FPS-0433,WHEAT,128,6,ALLOC-0002066
MI-0001550,MAN-000132,FPS-0258,RICE,149,1,ALLOC-0001715
MI-0001551,MAN-000132,FPS-0258,WHEAT,128,1,ALLOC-0001716
MI-0001552,MAN-000132,FPS-0508,RICE,215,2,ALLOC-0002215
MI-0001553,MAN-000132,FPS-0508,WHEAT,151,2,ALLOC-0002216
MI-0001554,MAN-000132,FPS-0083,RICE,168,3,ALLOC-0001365
MI-0001555,MAN-000132,FPS-0083,WHEAT,133,3,ALLOC-0001366
MI-0001556,MAN-000132,FPS-0558,RICE,245,4,ALLOC-0002315
MI-0001557,MAN-000132,FPS-0558,WHEAT,188,4,ALLOC-0002316
MI-0001558,MAN-000132,FPS-0033,RICE,175,5,ALLOC-0001265
MI-0001559,MAN-000132,FPS-0033,WHEAT,150,5,ALLOC-0001266
MI-0001560,MAN-000132,FPS-0408,RICE,131,6,ALLOC-0002015
MI-0001561,MAN-000132,FPS-0408,WHEAT,120,6,ALLOC-0002016
MI-0001562,MAN-000133,FPS-0334,RICE,177,1,ALLOC-0001867
MI-0001563,MAN-000133,FPS-0334,WHEAT,146,1,ALLOC-0001868
MI-0001564,MAN-000133,FPS-0084,RICE,185,2,ALLOC-0001367
MI-0001565,MAN-000133,FPS-0084,WHEAT,133,2,ALLOC-0001368
MI-0001566,MAN-000133,FPS-0484,RICE,146,3,ALLOC-0002167
MI-0001567,MAN-000133,FPS-0484,WHEAT,134,3,ALLOC-0002168
MI-0001568,MAN-000133,FPS-0434,RICE,179,4,ALLOC-0002067
MI-0001569,MAN-000133,FPS-0434,WHEAT,147,4,ALLOC-0002068
MI-0001570,MAN-000133,FPS-0059,RICE,169,5,ALLOC-0001317
MI-0001571,MAN-000133,FPS-0059,WHEAT,145,5,ALLOC-0001318
MI-0001572,MAN-000133,FPS-0459,RICE,181,6,ALLOC-0002117
MI-0001573,MAN-000133,FPS-0459,WHEAT,146,6,ALLOC-0002118
MI-0001574,MAN-000134,FPS-0134,RICE,170,1,ALLOC-0001467
MI-0001575,MAN-000134,FPS-0134,WHEAT,139,1,ALLOC-0001468
MI-0001576,MAN-000134,FPS-0559,RICE,133,2,ALLOC-0002317
MI-0001577,MAN-000134,FPS-0559,WHEAT,114,2,ALLOC-0002318
MI-0001578,MAN-000134,FPS-0109,RICE,159,3,ALLOC-0001417
MI-0001579,MAN-000134,FPS-0109,WHEAT,129,3,ALLOC-0001418
MI-0001580,MAN-000134,FPS-0409,RICE,130,4,ALLOC-0002017
MI-0001581,MAN-000134,FPS-0409,WHEAT,123,4,ALLOC-0002018
MI-0001582,MAN-000134,FPS-0584,RICE,138,5,ALLOC-0002367
MI-0001583,MAN-000134,FPS-0584,WHEAT,122,5,ALLOC-0002368
MI-0001584,MAN-000134,FPS-0359,RICE,262,6,ALLOC-0001917
MI-0001585,MAN-000134,FPS-0359,WHEAT,189,6,ALLOC-0001918
MI-0001586,MAN-000135,FPS-0009,RICE,150,1,ALLOC-0001217
MI-0001587,MAN-000135,FPS-0009,WHEAT,132,1,ALLOC-0001218
MI-0001588,MAN-000135,FPS-0034,RICE,170,2,ALLOC-0001267
MI-0001589,MAN-000135,FPS-0034,WHEAT,145,2,ALLOC-0001268
MI-0001590,MAN-000135,FPS-0309,RICE,188,3,ALLOC-0001817
MI-0001591,MAN-000135,FPS-0309,WHEAT,156,3,ALLOC-0001818
MI-0001592,MAN-000135,FPS-0534,RICE,138,4,ALLOC-0002267
MI-0001593,MAN-000135,FPS-0534,WHEAT,126,4,ALLOC-0002268
MI-0001594,MAN-000135,FPS-0384,RICE,241,5,ALLOC-0001967
MI-0001595,MAN-000135,FPS-0384,WHEAT,175,5,ALLOC-0001968
MI-0001596,MAN-000135,FPS-0284,RICE,142,6,ALLOC-0001767
MI-0001597,MAN-000135,FPS-0284,WHEAT,134,6,ALLOC-0001768
MI-0001598,MAN-000136,FPS-0159,RICE,119,1,ALLOC-0001517
MI-0001599,MAN-000136,FPS-0159,WHEAT,120,1,ALLOC-0001518
MI-0001600,MAN-000136,FPS-0184,RICE,204,2,ALLOC-0001567
MI-0001601,MAN-000136,FPS-0184,WHEAT,147,2,ALLOC-0001568
MI-0001602,MAN-000136,FPS-0209,RICE,206,3,ALLOC-0001617
MI-0001603,MAN-000136,FPS-0209,WHEAT,153,3,ALLOC-0001618
MI-0001604,MAN-000136,FPS-0234,RICE,170,4,ALLOC-0001667
MI-0001605,MAN-000136,FPS-0234,WHEAT,131,4,ALLOC-0001668
MI-0001606,MAN-000136,FPS-0259,RICE,127,5,ALLOC-0001717
MI-0001607,MAN-000136,FPS-0259,WHEAT,117,5,ALLOC-0001718
MI-0001608,MAN-000136,FPS-0509,RICE,150,6,ALLOC-0002217
MI-0001609,MAN-000136,FPS-0509,WHEAT,123,6,ALLOC-0002218
MI-0001610,MAN-000137,FPS-0510,RICE,141,1,ALLOC-0002219
MI-0001611,MAN-000137,FPS-0510,WHEAT,133,1,ALLOC-0002220
MI-0001612,MAN-000137,FPS-0210,RICE,184,2,ALLOC-0001619
